order_id,order_date,customer_id,product_id,store_id,quantity,sales,discount,profit,payment_mode,order_status
56,2024-12-23,427,30,2,1,4302.75,25,-78.25,Net Banking,Delivered
57,2023-04-28,455,35,1,3,3935.25,25,809.25,UPI,Returned
58,2025-11-16,78,65,17,4,23043.6,10,10991.6,Credit Card,Delivered
59,2025-06-16,498,36,11,2,3032.4,30,-1559.6,UPI,Delivered
60,2025-01-20,478,66,16,1,4448.85,5,3558.85,Debit Card,Delivered
61,2023-11-11,388,46,12,5,5545.0,0,-13465.0,Cash,Delivered
62,2023-06-07,254,54,19,3,3003.9,15,-4649.1,Net Banking,Delivered
63,2025-03-26,100,34,2,5,11182.5,10,4137.5,Debit Card,Returned
64,2023-08-21,496,8,18,3,17162.7,5,2831.7,UPI,Returned
65,2025-11-26,257,31,9,2,8323.2,15,6055.2,Cash,Cancelled
66,2024-06-17,277,66,15,1,4214.7,10,3324.7,Cash,Delivered
67,2025-10-02,217,62,3,5,20956.5,10,476.5,Credit Card,Delivered
68,2023-06-01,202,23,5,2,5766.6,30,1380.6,Cash,Delivered
69,2024-10-16,201,21,3,4,5084.0,0,-7572.0,Debit Card,Returned
70,2024-08-17,15,20,6,1,4959.2,20,990.2,Debit Card,Delivered
71,2025-01-10,99,11,14,2,5772.2,30,4680.2,Net Banking,Delivered
72,2023-10-12,165,35,2,1,1661.55,5,619.55,Credit Card,Delivered
73,2025-01-25,225,45,2,1,1607.4,10,-1181.6,Cash,Cancelled
74,2023-06-26,94,35,14,2,2798.4,20,714.4,UPI,Delivered
75,2025-09-07,490,33,12,4,10278.0,25,-1970.0,Net Banking,Delivered
76,2023-06-01,190,51,11,4,12129.6,30,1161.6,Credit Card,Delivered
77,2025-08-12,284,29,20,1,998.75,15,-578.25,Net Banking,Delivered
78,2024-01-08,118,41,10,2,9483.6,30,-152.4,Credit Card,Delivered
79,2023-04-24,291,40,1,5,15225.0,30,-6010.0,UPI,Cancelled
80,2023-12-04,466,50,7,2,2082.6,10,-6629.4,Credit Card,Delivered
81,2025-11-28,468,15,7,2,6953.4,10,-2840.6,Debit Card,Delivered
82,2024-07-16,64,7,14,3,13246.8,5,6991.8,Credit Card,Returned
83,2025-12-28,103,18,10,3,7704.0,20,6594.0,UPI,Cancelled
84,2023-11-12,335,25,18,2,6067.2,20,4379.2,Credit Card,Returned
85,2024-11-22,152,63,13,5,3960.0,25,-3215.0,Net Banking,Delivered
86,2023-04-04,467,34,20,1,2485.0,0,1076.0,Net Banking,Delivered
87,2025-05-03,404,14,4,2,5692.4,30,-4139.6,Net Banking,Returned
88,2024-08-16,261,18,3,1,2728.5,15,2358.5,Debit Card,Delivered
89,2025-04-11,199,45,2,2,2500.4,30,-3077.6,Debit Card,Delivered
90,2023-05-03,42,10,11,1,4971.0,25,1519.0,Credit Card,Delivered
91,2025-08-09,488,50,14,4,3933.8,15,-13490.2,Credit Card,Delivered
92,2024-10-02,56,21,17,5,6037.25,5,-9782.75,Debit Card,Returned
93,2023-09-25,448,25,19,3,9669.6,15,7137.6,Debit Card,Cancelled
94,2024-10-15,431,54,6,5,5890.0,0,-6865.0,Credit Card,Delivered
95,2025-07-09,474,16,16,1,2628.9,10,-992.1,Credit Card,Delivered
96,2024-08-17,338,34,12,1,2485.0,0,1076.0,Cash,Cancelled
97,2023-11-24,462,30,10,4,21800.6,5,4276.6,Debit Card,Cancelled
98,2023-11-23,236,53,5,3,10174.5,5,8176.5,Cash,Cancelled
99,2024-09-23,46,12,13,4,14674.4,15,13262.4,Cash,Delivered
100,2025-11-01,270,9,1,1,969.0,15,-2132.0,Cash,Delivered
101,2024-12-23,249,56,1,2,5918.4,20,-2787.6,UPI,Delivered
102,2025-08-21,134,7,6,3,11852.4,15,5597.4,Debit Card,Cancelled
103,2023-08-09,120,16,11,1,2044.7,30,-1576.3,Cash,Delivered
104,2025-01-19,383,1,3,3,7283.25,25,-429.75,Cash,Delivered
105,2023-04-15,94,17,12,1,3287.8,15,2144.8,Net Banking,Cancelled
106,2024-08-14,84,28,18,2,12477.6,10,6621.6,UPI,Delivered
107,2024-07-26,173,35,8,5,7433.25,15,2223.25,Net Banking,Returned
108,2023-09-21,214,47,9,5,20860.0,0,655.0,UPI,Delivered
109,2024-11-25,175,2,13,3,1287.3,30,-2258.7,Net Banking,Delivered
110,2025-11-08,35,23,3,2,7826.1,5,3440.1,Cash,Cancelled
111,2023-03-21,355,37,18,1,5484.0,0,3863.0,Credit Card,Returned
112,2025-08-28,272,48,7,3,5880.0,30,-2160.0,Net Banking,Delivered
113,2025-11-21,142,19,2,2,8980.8,20,5766.8,Credit Card,Delivered
114,2023-11-29,71,20,14,5,27895.5,10,8050.5,Cash,Cancelled
115,2024-11-19,317,7,3,3,11155.2,20,4900.2,Net Banking,Cancelled
116,2024-09-05,372,39,2,5,8504.25,15,4419.25,Cash,Delivered
117,2023-08-13,485,16,15,3,7886.7,10,-2976.3,Cash,Cancelled
118,2023-02-24,488,32,18,3,4489.8,30,-8641.2,Net Banking,Delivered
119,2024-04-11,345,56,20,3,8322.75,25,-4736.25,UPI,Cancelled
120,2025-12-09,127,24,12,4,18399.6,5,4479.6,Net Banking,Delivered
121,2024-05-11,396,27,12,2,3311.0,30,-2651.0,UPI,Cancelled
122,2023-02-08,466,30,7,1,5450.15,5,1069.15,Cash,Delivered
123,2025-04-25,363,34,4,4,9443.0,5,3807.0,Credit Card,Delivered
124,2025-08-23,315,41,8,5,23709.0,30,-381.0,UPI,Returned
125,2024-02-29,234,12,18,2,6905.6,20,6199.6,Net Banking,Delivered
126,2025-02-10,448,36,1,4,6931.2,20,-2252.8,Debit Card,Delivered
127,2024-12-02,267,51,4,4,13862.4,20,2894.4,Net Banking,Delivered
128,2025-09-18,73,36,16,3,5198.4,20,-1689.6,Credit Card,Delivered
129,2024-09-03,298,63,17,3,2534.4,20,-1770.6,Credit Card,Delivered
130,2024-02-29,127,22,1,3,3188.25,25,-8142.75,Cash,Delivered
131,2024-07-14,431,35,12,4,6296.4,10,2128.4,Debit Card,Delivered
132,2025-02-16,254,62,2,5,17463.75,25,-3016.25,Cash,Delivered
133,2023-03-28,472,65,12,2,11521.8,10,5495.8,Debit Card,Returned
134,2025-06-24,252,23,18,1,3707.1,10,1514.1,Debit Card,Returned
135,2024-02-18,209,11,17,4,15667.4,5,13483.4,Net Banking,Delivered
136,2024-07-10,50,5,11,5,13740.0,25,7450.0,Credit Card,Delivered
137,2024-05-05,149,59,11,5,15877.5,25,13197.5,Credit Card,Delivered
138,2024-04-21,279,46,8,5,5267.75,5,-13742.25,UPI,Delivered
139,2025-08-25,130,5,16,4,13190.4,10,8158.4,UPI,Returned
140,2023-11-20,220,37,19,2,10968.0,0,7726.0,Cash,Returned
141,2024-02-13,311,30,18,4,19505.8,15,1981.8,Debit Card,Delivered
142,2023-05-02,344,47,7,3,9387.0,25,-2736.0,UPI,Returned
143,2025-12-31,480,18,11,5,15247.5,5,13397.5,UPI,Delivered
144,2023-12-27,144,46,14,4,3105.2,30,-12102.8,UPI,Delivered
145,2024-08-15,362,57,7,4,20155.2,5,4195.2,UPI,Delivered
146,2023-08-08,237,18,20,3,7704.0,20,6594.0,Debit Card,Delivered
147,2025-12-09,170,8,3,4,18066.0,25,-1042.0,Cash,Delivered
148,2024-07-12,490,49,13,5,14590.25,15,11290.25,Credit Card,Delivered
149,2025-07-28,179,44,12,3,16210.8,5,7669.8,Debit Card,Returned
150,2024-11-21,318,1,14,2,6474.0,0,1332.0,Debit Card,Cancelled
151,2025-04-10,295,38,19,2,12876.3,5,9972.3,Cash,Cancelled
152,2025-03-31,50,58,17,3,19809.0,0,5589.0,UPI,Delivered
153,2024-10-24,435,19,8,2,9542.1,15,6328.1,Credit Card,Delivered
154,2024-04-27,270,34,12,3,6336.75,15,2109.75,Cash,Delivered
155,2023-01-24,118,23,11,3,11121.3,10,4542.3,Debit Card,Returned
156,2024-04-28,38,19,8,3,12629.25,25,7808.25,UPI,Returned
157,2024-09-20,439,50,20,1,983.45,15,-3372.55,Credit Card,Delivered
158,2024-09-28,21,58,3,5,24761.25,25,1061.25,UPI,Returned
159,2024-03-28,98,38,12,3,18297.9,10,13941.9,Credit Card,Delivered
160,2025-07-20,450,64,9,4,5308.6,5,-10251.4,Net Banking,Delivered
161,2025-08-22,294,56,20,4,11097.0,25,-6315.0,Net Banking,Returned
162,2024-05-21,355,45,14,2,2500.4,30,-3077.6,Net Banking,Delivered
163,2025-12-17,193,47,12,5,17731.0,15,-2474.0,Debit Card,Delivered
164,2023-05-07,376,2,7,5,3065.0,0,-2845.0,Net Banking,Cancelled
165,2023-11-03,65,47,5,2,6675.2,20,-1406.8,Credit Card,Delivered
166,2023-08-27,274,54,4,5,5006.5,15,-7748.5,Credit Card,Returned
167,2023-07-06,176,1,12,5,13757.25,15,902.25,Net Banking,Delivered
168,2023-09-28,352,27,19,1,2010.25,15,-970.75,Net Banking,Delivered
169,2023-04-29,179,28,4,4,22182.4,20,10470.4,Net Banking,Delivered
170,2023-02-14,426,19,13,3,12629.25,25,7808.25,Cash,Delivered
171,2024-03-22,186,16,11,1,2190.75,25,-1430.25,Net Banking,Delivered
172,2024-12-06,118,28,10,1,5892.2,15,2964.2,UPI,Cancelled
173,2025-08-24,406,55,4,1,5588.0,0,4649.0,UPI,Delivered
174,2023-10-05,263,15,12,4,14679.4,5,-4908.6,Cash,Delivered
175,2025-02-12,86,38,2,4,23041.8,15,17233.8,Cash,Delivered
176,2024-12-13,160,52,5,5,4075.5,5,-15434.5,UPI,Delivered
177,2025-12-19,347,23,9,5,17505.75,15,6540.75,Credit Card,Returned
178,2023-01-08,429,55,3,2,7823.2,30,5945.2,UPI,Delivered
179,2025-05-18,67,12,3,4,12948.0,25,11536.0,Net Banking,Delivered
180,2025-08-01,144,11,6,2,7833.7,5,6741.7,Debit Card,Delivered
181,2023-08-20,356,49,5,3,9784.05,5,7804.05,UPI,Returned
182,2023-02-02,199,6,1,4,20204.8,20,1956.8,Credit Card,Delivered
183,2023-03-10,167,61,2,1,3183.0,0,1441.0,Cash,Cancelled
184,2023-04-01,231,23,16,1,3913.05,5,1720.05,Cash,Delivered
185,2024-03-20,362,45,10,2,2857.6,20,-2720.4,UPI,Delivered
186,2024-04-24,323,36,5,5,9747.0,10,-1733.0,Net Banking,Delivered
187,2024-10-18,493,3,9,5,26676.0,20,5306.0,Credit Card,Delivered
188,2025-12-03,67,48,10,2,4200.0,25,-1160.0,Credit Card,Delivered
189,2023-05-05,224,40,10,3,11745.0,10,-996.0,Net Banking,Cancelled
190,2025-05-24,105,14,1,2,6099.0,25,-3733.0,Net Banking,Delivered
191,2025-02-19,278,18,12,1,2889.0,10,2519.0,Net Banking,Delivered
192,2023-11-02,461,9,12,4,3876.0,15,-8528.0,Debit Card,Delivered
193,2025-08-27,369,37,5,2,7677.6,30,4435.6,Credit Card,Delivered
194,2023-10-23,301,7,17,3,9760.8,30,3505.8,Cash,Delivered
195,2025-05-03,480,48,17,5,11900.0,15,-1500.0,Net Banking,Cancelled
196,2024-05-12,402,30,19,2,9752.9,15,990.9,Debit Card,Delivered
197,2023-06-11,355,48,5,3,6300.0,25,-1740.0,Cash,Delivered
198,2024-01-26,407,37,20,1,4387.2,20,2766.2,UPI,Delivered
199,2023-03-22,169,28,8,4,20796.0,25,9084.0,UPI,Delivered
200,2024-03-20,498,39,18,5,7503.75,25,3418.75,Cash,Delivered
201,2023-02-01,160,47,19,3,11264.4,10,-858.6,Credit Card,Delivered
202,2025-09-07,204,63,2,1,792.0,25,-643.0,Credit Card,Returned
203,2024-02-23,342,59,8,5,15877.5,25,13197.5,Cash,Delivered
204,2024-08-02,190,51,17,5,19494.0,10,5784.0,Cash,Delivered
205,2025-01-05,375,58,14,5,24761.25,25,1061.25,Debit Card,Delivered
206,2025-10-15,400,24,15,3,11620.8,20,1180.8,Cash,Delivered
207,2024-10-17,45,10,7,4,18558.4,30,4750.4,Credit Card,Delivered
208,2023-04-04,23,59,3,3,10796.7,15,9188.7,Net Banking,Delivered
209,2024-06-18,389,8,9,2,12044.0,0,2490.0,Net Banking,Cancelled
210,2025-05-05,465,5,9,5,13740.0,25,7450.0,Debit Card,Delivered
211,2024-04-16,241,29,5,2,2115.0,10,-1039.0,Cash,Cancelled
212,2024-11-22,177,11,8,2,7009.1,15,5917.1,Debit Card,Delivered
213,2023-12-11,240,46,3,4,3770.6,15,-11437.4,Debit Card,Delivered
214,2025-09-27,11,56,12,2,5548.5,25,-3157.5,Credit Card,Cancelled
215,2023-03-11,94,44,14,1,4550.4,20,1703.4,UPI,Returned
216,2023-01-14,118,63,2,1,739.2,30,-695.8,Cash,Delivered
217,2023-11-06,403,17,10,2,7736.0,0,5450.0,UPI,Delivered
218,2025-02-03,330,40,20,5,18487.5,15,-2747.5,UPI,Cancelled
219,2025-09-26,374,55,18,5,23749.0,15,19054.0,UPI,Delivered
220,2025-04-22,290,34,13,5,9940.0,20,2895.0,UPI,Delivered
221,2024-07-16,334,62,10,5,17463.75,25,-3016.25,Net Banking,Delivered
222,2025-05-31,325,39,19,1,1600.8,20,783.8,Credit Card,Delivered
223,2023-11-01,118,44,11,1,4550.4,20,1703.4,Credit Card,Delivered
224,2024-05-31,175,8,1,5,24088.0,20,203.0,Debit Card,Delivered
225,2025-02-03,186,57,15,4,21216.0,0,5256.0,Cash,Delivered
226,2024-04-07,111,11,6,5,19584.25,5,16854.25,Debit Card,Returned
227,2023-03-06,237,9,18,1,855.0,25,-2246.0,UPI,Delivered
228,2025-09-01,138,62,19,4,15833.8,15,-550.2,UPI,Returned
229,2023-12-17,243,15,15,1,2897.25,25,-1999.75,UPI,Delivered
230,2024-11-09,33,41,9,4,20322.0,25,1050.0,Net Banking,Delivered
231,2024-04-15,117,7,13,5,23240.0,0,12815.0,Credit Card,Returned
232,2024-07-09,364,38,7,5,28802.25,15,21542.25,UPI,Delivered
233,2023-03-09,166,46,10,3,2661.6,20,-8744.4,Credit Card,Delivered
234,2023-10-23,363,7,6,1,4415.6,5,2330.6,Cash,Delivered
235,2024-05-07,92,63,2,3,3009.6,5,-1295.4,Net Banking,Delivered
236,2025-02-25,292,58,18,5,29713.5,10,6013.5,Credit Card,Returned
237,2024-12-09,325,47,20,1,3337.6,20,-703.4,UPI,Delivered
238,2023-06-05,46,50,2,4,4396.6,5,-13027.4,Debit Card,Cancelled
239,2025-03-23,96,27,14,5,9460.0,20,-5445.0,Debit Card,Delivered
240,2025-07-11,113,12,18,3,9063.6,30,8004.6,Cash,Delivered
241,2025-02-07,361,6,6,3,15153.6,20,1467.6,Cash,Delivered
242,2025-02-17,263,27,19,5,8868.75,25,-6036.25,UPI,Cancelled
243,2024-05-19,166,47,10,3,8761.2,30,-3361.8,UPI,Delivered
244,2025-02-17,477,40,19,3,12397.5,5,-343.5,Credit Card,Returned
245,2025-01-08,383,54,8,4,4240.8,10,-5963.2,UPI,Delivered
246,2025-06-29,354,4,20,1,1790.1,10,-1936.9,Debit Card,Delivered
247,2023-06-28,109,16,18,1,2774.95,5,-846.05,Credit Card,Delivered
248,2025-11-15,393,35,14,4,5596.8,20,1428.8,Cash,Delivered
249,2024-12-25,233,36,14,1,2166.0,0,-130.0,Net Banking,Delivered
250,2024-10-26,414,16,12,5,11684.0,20,-6421.0,Cash,Delivered
251,2025-03-05,445,1,1,3,8254.35,15,541.35,UPI,Returned
252,2025-12-03,240,56,6,5,17570.25,5,-4194.75,Credit Card,Returned
253,2023-10-12,1,43,18,4,22104.6,5,2808.6,Debit Card,Delivered
254,2023-10-26,321,34,5,3,6336.75,15,2109.75,UPI,Delivered
255,2025-05-12,135,66,6,4,16858.8,10,13298.8,Debit Card,Delivered
256,2024-05-30,89,23,19,1,3707.1,10,1514.1,Credit Card,Returned
257,2024-02-05,211,59,3,4,13548.8,20,11404.8,Cash,Delivered
258,2023-01-14,456,49,11,2,6179.4,10,4859.4,Cash,Delivered
259,2024-11-05,41,35,3,5,7433.25,15,2223.25,Cash,Delivered
260,2023-10-06,230,12,15,4,12084.8,30,10672.8,Debit Card,Delivered
261,2024-02-16,64,2,3,5,2298.75,25,-3611.25,Cash,Delivered
262,2024-10-15,132,64,20,2,2374.9,15,-5405.1,Debit Card,Returned
263,2024-05-11,409,58,8,4,21129.6,20,2169.6,Debit Card,Delivered
264,2025-03-15,211,37,1,3,11516.4,30,6653.4,Debit Card,Delivered
265,2024-01-04,370,7,4,5,22078.0,5,11653.0,Net Banking,Delivered
266,2024-03-05,138,14,17,4,12198.0,25,-7466.0,Cash,Delivered
267,2025-04-17,278,57,12,1,3712.8,30,-277.2,Cash,Delivered
268,2024-06-01,324,16,9,3,8324.85,5,-2538.15,Credit Card,Returned
269,2025-02-11,108,22,18,4,3967.6,30,-11140.4,UPI,Delivered
270,2025-03-31,436,53,20,5,15172.5,15,11842.5,Net Banking,Cancelled
271,2023-03-17,90,49,16,4,10985.6,20,8345.6,Debit Card,Returned
272,2023-06-24,444,23,17,5,16476.0,20,5511.0,UPI,Delivered
273,2023-04-01,435,54,16,3,3357.3,5,-4295.7,Net Banking,Returned
274,2024-11-10,103,65,14,4,17922.8,30,5870.8,Cash,Delivered
275,2024-06-13,284,30,9,1,5737.0,0,1356.0,Credit Card,Cancelled
276,2024-03-28,107,3,18,5,26676.0,20,5306.0,Cash,Delivered
277,2025-10-21,376,55,14,4,18999.2,15,15243.2,Credit Card,Delivered
278,2023-08-03,7,34,14,1,2112.25,15,703.25,Debit Card,Delivered
279,2023-10-18,487,14,13,1,4066.0,0,-850.0,Debit Card,Delivered
280,2024-02-28,164,38,2,3,17281.35,15,12925.35,Net Banking,Delivered
281,2023-07-19,156,29,18,3,2996.25,15,-1734.75,Cash,Returned
282,2023-05-18,126,7,4,4,16732.8,10,8392.8,Debit Card,Delivered
283,2024-12-03,131,40,7,1,4350.0,0,103.0,UPI,Returned
284,2024-05-14,468,10,1,2,9942.0,25,3038.0,Net Banking,Delivered
285,2024-11-08,242,42,2,5,20078.25,5,-4656.75,Net Banking,Delivered
286,2025-04-09,474,25,18,4,14409.6,5,11033.6,Credit Card,Delivered
287,2023-03-01,306,61,12,4,10822.2,15,3854.2,Net Banking,Delivered
288,2025-05-29,445,16,6,4,9347.2,20,-5136.8,Cash,Delivered
289,2024-07-24,151,40,15,2,8265.0,5,-229.0,UPI,Cancelled
290,2024-01-18,309,58,14,1,4622.1,30,-117.9,Debit Card,Delivered
291,2023-08-22,212,25,5,2,6446.4,15,4758.4,Debit Card,Returned
292,2024-10-03,247,31,2,4,15667.2,20,11131.2,Net Banking,Delivered
293,2023-08-22,472,3,2,5,28343.25,15,6973.25,Debit Card,Delivered
294,2023-12-20,429,42,8,4,13526.4,20,-6261.6,Debit Card,Cancelled
295,2023-10-02,244,46,20,5,5545.0,0,-13465.0,Debit Card,Delivered
296,2023-08-28,277,22,1,2,2550.6,10,-5003.4,Credit Card,Delivered
297,2025-03-06,112,17,10,2,6188.8,20,3902.8,Cash,Cancelled
298,2025-02-24,111,60,6,2,9422.4,20,-343.6,Cash,Delivered
299,2023-12-21,105,43,20,4,17451.0,25,-1845.0,Net Banking,Delivered
300,2023-10-15,299,19,8,4,20206.8,10,13778.8,Credit Card,Delivered
301,2023-04-20,193,42,18,4,13526.4,20,-6261.6,Debit Card,Delivered
302,2024-02-04,290,55,15,4,21234.4,5,17478.4,Cash,Cancelled
303,2025-10-10,275,25,12,5,14220.0,25,10000.0,Cash,Returned
304,2025-06-28,408,43,16,4,19777.8,15,481.8,Cash,Delivered
305,2023-03-05,14,14,19,1,3252.8,20,-1663.2,Credit Card,Delivered
306,2024-04-05,338,57,6,1,4773.6,10,783.6,Net Banking,Delivered
307,2025-07-25,38,14,3,2,5692.4,30,-4139.6,Net Banking,Returned
308,2025-11-12,276,19,2,4,17961.6,20,11533.6,UPI,Cancelled
309,2025-01-21,326,1,18,1,2913.3,10,342.3,Net Banking,Delivered
310,2024-03-23,420,54,13,4,3769.6,20,-6434.4,Cash,Delivered
311,2023-03-08,276,25,12,2,6825.6,10,5137.6,Cash,Delivered
312,2023-06-28,266,55,16,3,11734.8,30,8917.8,Cash,Delivered
313,2024-12-19,377,16,20,2,5549.9,5,-1692.1,Net Banking,Returned
314,2023-10-13,179,59,20,4,16089.2,5,13945.2,Credit Card,Delivered
315,2024-12-19,261,48,15,1,2240.0,20,-440.0,Net Banking,Delivered
316,2023-12-11,399,46,3,5,4436.0,20,-14574.0,Debit Card,Returned
317,2024-07-01,46,26,18,3,17979.3,10,9756.3,Net Banking,Returned
318,2025-04-22,196,3,17,1,6335.55,5,2061.55,UPI,Delivered
319,2023-09-29,245,57,20,2,7956.0,25,-24.0,Credit Card,Delivered
320,2024-05-21,262,50,18,3,2429.7,30,-10638.3,Cash,Delivered
321,2024-07-04,478,65,3,2,10241.6,20,4215.6,Cash,Delivered
322,2023-07-10,357,53,7,4,14280.0,0,11616.0,Cash,Cancelled
323,2025-01-25,289,10,6,3,14913.0,25,4557.0,Cash,Delivered
324,2023-01-06,290,41,17,3,16257.6,20,1803.6,UPI,Returned
325,2025-01-03,69,13,17,4,9342.0,25,5994.0,UPI,Cancelled
326,2025-05-29,493,9,7,4,4332.0,5,-8072.0,Credit Card,Delivered
327,2024-08-03,487,1,8,3,8739.9,10,1026.9,Debit Card,Cancelled
328,2025-09-20,33,52,20,5,4075.5,5,-15434.5,Debit Card,Returned
329,2023-07-23,118,50,10,1,1157.0,0,-3199.0,Cash,Delivered
330,2023-11-20,300,44,12,1,3981.6,30,1134.6,Cash,Delivered
331,2024-02-19,373,59,16,1,3598.9,15,3062.9,Credit Card,Returned
332,2024-07-15,83,65,6,3,18242.85,5,9203.85,UPI,Returned
333,2023-06-18,62,66,5,3,12644.1,10,9974.1,Debit Card,Returned
334,2025-03-22,396,41,12,2,13548.0,0,3912.0,Debit Card,Returned
335,2023-07-06,454,29,17,2,1997.5,15,-1156.5,UPI,Delivered
336,2023-06-09,473,58,11,2,11225.1,15,1745.1,Credit Card,Cancelled
337,2025-06-30,448,27,6,2,3784.0,20,-2178.0,UPI,Delivered
338,2023-09-04,125,57,5,3,11138.4,30,-831.6,Cash,Returned
339,2023-05-26,251,39,1,2,3401.7,15,1767.7,Credit Card,Delivered
340,2023-07-29,265,62,4,1,3492.75,25,-603.25,UPI,Delivered
341,2023-10-08,290,8,11,3,16259.4,10,1928.4,Cash,Delivered
342,2025-12-22,42,28,18,2,13864.0,0,8008.0,Net Banking,Delivered
343,2023-12-03,490,50,6,5,4338.75,25,-17441.25,Cash,Delivered
344,2023-11-07,424,33,13,2,5139.0,25,-985.0,Cash,Cancelled
345,2024-03-20,238,18,13,4,8988.0,30,7508.0,UPI,Delivered
346,2023-09-10,270,45,12,2,2500.4,30,-3077.6,Net Banking,Returned
347,2025-05-29,231,63,18,4,3801.6,10,-1938.4,Debit Card,Delivered
348,2023-06-22,61,19,9,2,10103.4,10,6889.4,Credit Card,Cancelled
349,2024-08-06,346,21,17,5,5084.0,20,-10736.0,UPI,Returned
350,2025-11-26,275,53,10,3,10174.5,5,8176.5,Net Banking,Cancelled
351,2025-03-13,423,62,11,2,6985.5,25,-1206.5,Debit Card,Returned
352,2024-05-05,39,38,19,1,4743.9,30,3291.9,Cash,Delivered
353,2025-10-20,293,16,16,1,2774.95,5,-846.05,Net Banking,Delivered
