return_id,order_id,return_status,return_reason
430,2417,Returned,Wrong Item
431,2420,Returned,Damaged Product
432,2425,Returned,Customer Changed Mind
433,2430,Returned,Defective Product
434,2434,Returned,Wrong Item
435,2451,Returned,Customer Changed Mind
436,2458,Returned,Wrong Item
437,2477,Returned,Damaged Product
438,2478,Returned,Late Delivery
439,2486,Returned,Defective Product
440,2493,Returned,Customer Changed Mind
441,2501,Returned,Customer Changed Mind
442,2505,Returned,Customer Changed Mind
443,2510,Returned,Wrong Item
444,2518,Returned,Damaged Product
445,2519,Returned,Defective Product
446,2527,Returned,Late Delivery
447,2528,Returned,Damaged Product
448,2536,Returned,Customer Changed Mind
449,2544,Returned,Defective Product
450,2546,Returned,Late Delivery
451,2558,Returned,Customer Changed Mind
452,2561,Returned,Late Delivery
453,2564,Returned,Damaged Product
454,2568,Returned,Damaged Product
455,2571,Returned,Late Delivery
456,2589,Returned,Customer Changed Mind
457,2590,Returned,Customer Changed Mind
458,2594,Returned,Late Delivery
459,2608,Returned,Customer Changed Mind
460,2619,Returned,Customer Changed Mind
461,2628,Returned,Wrong Item
462,2632,Returned,Damaged Product
463,2634,Returned,Defective Product
464,2643,Returned,Defective Product
465,2648,Returned,Customer Changed Mind
466,2651,Returned,Defective Product
467,2661,Returned,Late Delivery
468,2662,Returned,Customer Changed Mind
469,2670,Returned,Late Delivery
470,2672,Returned,Wrong Item
471,2675,Returned,Late Delivery
472,2679,Returned,Late Delivery
473,2681,Returned,Late Delivery
474,2691,Returned,Wrong Item
475,2698,Returned,Late Delivery
476,2702,Returned,Late Delivery
477,2704,Returned,Defective Product
478,2705,Returned,Customer Changed Mind
479,2710,Returned,Customer Changed Mind
480,2711,Returned,Customer Changed Mind
481,2716,Returned,Wrong Item
482,2717,Returned,Defective Product
483,2719,Returned,Wrong Item
484,2725,Returned,Defective Product
485,2734,Returned,Defective Product
486,2737,Returned,Damaged Product
487,2740,Returned,Customer Changed Mind
488,2749,Returned,Wrong Item
489,2762,Returned,Wrong Item
490,2774,Returned,Customer Changed Mind
491,2779,Returned,Customer Changed Mind
492,2782,Returned,Defective Product
493,2785,Returned,Late Delivery
494,2788,Returned,Damaged Product
495,2792,Returned,Customer Changed Mind
496,2794,Returned,Damaged Product
497,2798,Returned,Damaged Product
498,2804,Returned,Late Delivery
499,2812,Returned,Late Delivery
500,2813,Returned,Damaged Product
501,2829,Returned,Wrong Item
502,2833,Returned,Defective Product
503,2835,Returned,Wrong Item
504,2837,Returned,Customer Changed Mind
505,2839,Returned,Wrong Item
506,2840,Returned,Defective Product
507,2842,Returned,Customer Changed Mind
508,2867,Returned,Defective Product
509,2873,Returned,Defective Product
510,2876,Returned,Wrong Item
511,2884,Returned,Wrong Item
512,2898,Returned,Defective Product
513,2903,Returned,Wrong Item
514,2907,Returned,Wrong Item
515,2908,Returned,Defective Product
516,2911,Returned,Defective Product
517,2916,Returned,Defective Product
518,2917,Returned,Customer Changed Mind
519,2923,Returned,Wrong Item
520,2925,Returned,Wrong Item
521,2928,Returned,Late Delivery
522,2929,Returned,Late Delivery
523,2932,Returned,Customer Changed Mind
524,2933,Returned,Defective Product
525,2935,Returned,Customer Changed Mind
526,2948,Returned,Wrong Item
527,2953,Returned,Defective Product
528,2959,Returned,Customer Changed Mind
529,2965,Returned,Customer Changed Mind
530,2969,Returned,Damaged Product
531,2974,Returned,Damaged Product
532,2977,Returned,Wrong Item
533,2978,Returned,Late Delivery
534,2982,Returned,Customer Changed Mind
535,2991,Returned,Late Delivery
536,2994,Returned,Customer Changed Mind
537,2999,Returned,Late Delivery
538,3003,Returned,Defective Product
539,3005,Returned,Damaged Product
540,3018,Returned,Defective Product
541,3019,Returned,Late Delivery
542,3023,Returned,Wrong Item
543,3027,Returned,Customer Changed Mind
544,3034,Returned,Damaged Product
545,3039,Returned,Late Delivery
546,3043,Returned,Defective Product
547,3053,Returned,Wrong Item
548,3076,Returned,Customer Changed Mind
549,3087,Returned,Wrong Item
550,3096,Returned,Customer Changed Mind
551,3100,Returned,Wrong Item
552,3110,Returned,Late Delivery
553,3113,Returned,Damaged Product
554,3119,Returned,Customer Changed Mind
555,3133,Returned,Damaged Product
556,3147,Returned,Damaged Product
557,3153,Returned,Damaged Product
558,3158,Returned,Wrong Item
559,3176,Returned,Customer Changed Mind
560,3178,Returned,Customer Changed Mind
561,3183,Returned,Late Delivery
562,3184,Returned,Customer Changed Mind
563,3199,Returned,Damaged Product
564,3206,Returned,Defective Product
565,3210,Returned,Customer Changed Mind
566,3212,Returned,Damaged Product
567,3215,Returned,Late Delivery
568,3224,Returned,Defective Product
569,3237,Returned,Damaged Product
570,3246,Returned,Defective Product
571,3248,Returned,Damaged Product
572,3250,Returned,Damaged Product
573,3265,Returned,Damaged Product
574,3281,Returned,Defective Product
575,3282,Returned,Damaged Product
576,3295,Returned,Customer Changed Mind
577,3297,Returned,Customer Changed Mind
578,3304,Returned,Late Delivery
579,3316,Returned,Defective Product
580,3319,Returned,Late Delivery
581,3340,Returned,Late Delivery
582,3350,Returned,Late Delivery
583,3351,Returned,Late Delivery
584,3360,Returned,Wrong Item
585,3371,Returned,Damaged Product
586,3376,Returned,Damaged Product
587,3401,Returned,Damaged Product
588,3405,Returned,Customer Changed Mind
589,3412,Returned,Defective Product
590,3415,Returned,Late Delivery
591,3424,Returned,Customer Changed Mind
592,3431,Returned,Wrong Item
593,3432,Returned,Customer Changed Mind
594,3441,Returned,Late Delivery
595,3443,Returned,Wrong Item
596,3458,Returned,Damaged Product
597,3461,Returned,Late Delivery
598,3465,Returned,Wrong Item
599,3469,Returned,Wrong Item
600,3470,Returned,Late Delivery
601,3477,Returned,Defective Product
602,3488,Returned,Defective Product
603,3490,Returned,Defective Product
604,3518,Returned,Customer Changed Mind
605,3520,Returned,Wrong Item
606,3523,Returned,Damaged Product
607,3525,Returned,Customer Changed Mind
608,3530,Returned,Wrong Item
609,3531,Returned,Wrong Item
610,3535,Returned,Damaged Product
611,3537,Returned,Customer Changed Mind
612,3544,Returned,Customer Changed Mind
613,3548,Returned,Late Delivery
614,3551,Returned,Customer Changed Mind
615,3554,Returned,Defective Product
616,3556,Returned,Damaged Product
617,3595,Returned,Damaged Product
618,3616,Returned,Customer Changed Mind
619,3625,Returned,Damaged Product
620,3627,Returned,Defective Product
621,3630,Returned,Customer Changed Mind
622,3633,Returned,Damaged Product
623,3636,Returned,Damaged Product
624,3640,Returned,Customer Changed Mind
625,3660,Returned,Damaged Product
626,3674,Returned,Wrong Item
627,3677,Returned,Late Delivery
628,3679,Returned,Damaged Product
629,3684,Returned,Wrong Item
630,3692,Returned,Late Delivery
631,3711,Returned,Damaged Product
632,3720,Returned,Damaged Product
633,3733,Returned,Customer Changed Mind
634,3741,Returned,Late Delivery
635,3746,Returned,Wrong Item
636,3760,Returned,Wrong Item
637,3764,Returned,Customer Changed Mind
638,3768,Returned,Customer Changed Mind
639,3769,Returned,Late Delivery
640,3770,Returned,Wrong Item
641,3786,Returned,Late Delivery
642,3790,Returned,Defective Product
643,3798,Returned,Late Delivery
644,3809,Returned,Customer Changed Mind
645,3817,Returned,Late Delivery
646,3821,Returned,Wrong Item
647,3824,Returned,Customer Changed Mind
648,3835,Returned,Late Delivery
649,3838,Returned,Damaged Product
650,3848,Returned,Late Delivery
651,3867,Returned,Wrong Item
652,3883,Returned,Late Delivery
653,3887,Returned,Customer Changed Mind
654,3898,Returned,Customer Changed Mind
655,3904,Returned,Late Delivery
656,3921,Returned,Damaged Product
657,3925,Returned,Damaged Product
658,3941,Returned,Customer Changed Mind
659,3942,Returned,Damaged Product
660,3957,Returned,Wrong Item
661,3958,Returned,Defective Product
662,3962,Returned,Late Delivery
663,3964,Returned,Defective Product
664,3965,Returned,Late Delivery
665,3974,Returned,Wrong Item
666,3985,Returned,Defective Product
667,4008,Returned,Defective Product
668,4009,Returned,Customer Changed Mind
669,4017,Returned,Late Delivery
670,4027,Returned,Late Delivery
671,4029,Returned,Defective Product
672,4032,Returned,Defective Product
673,4041,Returned,Customer Changed Mind
674,4046,Returned,Late Delivery
675,4050,Returned,Defective Product
676,4091,Returned,Wrong Item
677,4096,Returned,Damaged Product
678,4097,Returned,Late Delivery
679,4100,Returned,Damaged Product
680,4113,Returned,Late Delivery
681,4117,Returned,Late Delivery
682,4125,Returned,Wrong Item
683,4133,Returned,Defective Product
684,4138,Returned,Wrong Item
685,4148,Returned,Wrong Item
686,4155,Returned,Damaged Product
687,4157,Returned,Damaged Product
688,4164,Returned,Customer Changed Mind
689,4175,Returned,Late Delivery
690,4176,Returned,Wrong Item
691,4182,Returned,Damaged Product
692,4187,Returned,Wrong Item
693,4196,Returned,Wrong Item
694,4197,Returned,Defective Product
695,4198,Returned,Customer Changed Mind
696,4206,Returned,Customer Changed Mind
697,4208,Returned,Late Delivery
698,4210,Returned,Late Delivery
699,4220,Returned,Late Delivery
700,4221,Returned,Wrong Item
701,4223,Returned,Wrong Item
702,4233,Returned,Wrong Item
703,4236,Returned,Defective Product
704,4240,Returned,Late Delivery
705,4241,Returned,Late Delivery
706,4242,Returned,Customer Changed Mind
707,4245,Returned,Defective Product
708,4248,Returned,Customer Changed Mind
709,4250,Returned,Customer Changed Mind
710,4251,Returned,Late Delivery
711,4253,Returned,Damaged Product
712,4268,Returned,Late Delivery
713,4288,Returned,Customer Changed Mind
714,4296,Returned,Customer Changed Mind
715,4318,Returned,Wrong Item
716,4332,Returned,Late Delivery
717,4336,Returned,Customer Changed Mind
718,4346,Returned,Late Delivery
719,4349,Returned,Defective Product
720,4353,Returned,Customer Changed Mind
721,4373,Returned,Wrong Item
722,4384,Returned,Defective Product
723,4408,Returned,Wrong Item
724,4414,Returned,Late Delivery
725,4420,Returned,Damaged Product
726,4425,Returned,Defective Product
727,4427,Returned,Damaged Product
728,4432,Returned,Customer Changed Mind
729,4438,Returned,Customer Changed Mind
730,4444,Returned,Damaged Product
731,4455,Returned,Damaged Product
732,4461,Returned,Damaged Product
733,4462,Returned,Defective Product
734,4463,Returned,Defective Product
735,4470,Returned,Customer Changed Mind
736,4473,Returned,Defective Product
737,4477,Returned,Late Delivery
738,4478,Returned,Late Delivery
739,4483,Returned,Wrong Item
740,4502,Returned,Defective Product
741,4503,Returned,Defective Product
742,4505,Returned,Wrong Item
743,4516,Returned,Defective Product
744,4517,Returned,Defective Product
745,4522,Returned,Wrong Item
746,4527,Returned,Damaged Product
747,4532,Returned,Customer Changed Mind
748,4533,Returned,Late Delivery
749,4539,Returned,Wrong Item
750,4545,Returned,Damaged Product
751,4565,Returned,Wrong Item
752,4569,Returned,Defective Product
753,4571,Returned,Wrong Item
754,4590,Returned,Customer Changed Mind
755,4592,Returned,Late Delivery
756,4594,Returned,Defective Product
757,4597,Returned,Late Delivery
758,4616,Returned,Defective Product
759,4622,Returned,Customer Changed Mind
760,4625,Returned,Damaged Product
761,4629,Returned,Wrong Item
762,4644,Returned,Late Delivery
763,4649,Returned,Defective Product
764,4653,Returned,Defective Product
765,4656,Returned,Damaged Product
766,4667,Returned,Damaged Product
767,4669,Returned,Late Delivery
768,4671,Returned,Late Delivery
769,4682,Returned,Customer Changed Mind
770,4691,Returned,Defective Product
771,4701,Returned,Defective Product
772,4712,Returned,Defective Product
773,4714,Returned,Damaged Product
774,4717,Returned,Late Delivery
775,4721,Returned,Defective Product
776,4726,Returned,Late Delivery
777,4744,Returned,Wrong Item
778,4747,Returned,Late Delivery
779,4762,Returned,Late Delivery
780,4771,Returned,Customer Changed Mind
781,4781,Returned,Late Delivery
782,4782,Returned,Damaged Product
783,4787,Returned,Wrong Item
784,4808,Returned,Wrong Item
785,4815,Returned,Late Delivery
786,4816,Returned,Wrong Item
787,4818,Returned,Late Delivery
788,4824,Returned,Late Delivery
789,4828,Returned,Damaged Product
790,4839,Returned,Customer Changed Mind
791,4844,Returned,Damaged Product
792,4857,Returned,Defective Product
793,4864,Returned,Damaged Product
794,4866,Returned,Customer Changed Mind
795,4901,Returned,Wrong Item
796,4907,Returned,Damaged Product
797,4930,Returned,Wrong Item
798,4942,Returned,Defective Product
799,4944,Returned,Late Delivery
800,4954,Returned,Defective Product
801,4967,Returned,Late Delivery
802,4972,Returned,Wrong Item
803,4974,Returned,Late Delivery
804,4988,Returned,Customer Changed Mind
805,5006,Returned,Defective Product
806,5014,Returned,Late Delivery
807,5030,Returned,Late Delivery
808,5038,Returned,Defective Product
809,5046,Returned,Damaged Product
810,5047,Returned,Customer Changed Mind
811,5051,Returned,Wrong Item
812,5061,Returned,Damaged Product
813,5066,Returned,Wrong Item
814,5079,Returned,Defective Product
815,5082,Returned,Wrong Item
816,5087,Returned,Damaged Product
817,5090,Returned,Damaged Product
818,5092,Returned,Damaged Product
819,5098,Returned,Wrong Item
820,5103,Returned,Customer Changed Mind
821,5104,Returned,Late Delivery
822,5105,Returned,Wrong Item
823,5109,Returned,Damaged Product
824,5113,Returned,Defective Product
825,5119,Returned,Damaged Product
826,5124,Returned,Late Delivery
827,5134,Returned,Late Delivery
828,5135,Returned,Late Delivery
829,5137,Returned,Customer Changed Mind
830,5138,Returned,Defective Product
831,5140,Returned,Defective Product
832,5143,Returned,Defective Product
833,5145,Returned,Wrong Item
834,5165,Returned,Customer Changed Mind
835,5185,Returned,Customer Changed Mind
836,5196,Returned,Damaged Product
837,5197,Returned,Customer Changed Mind
838,5201,Returned,Damaged Product
839,5211,Returned,Late Delivery
840,5213,Returned,Damaged Product
841,5214,Returned,Customer Changed Mind
842,5226,Returned,Damaged Product
843,5228,Returned,Defective Product
844,5238,Returned,Late Delivery
845,5240,Returned,Damaged Product
846,5244,Returned,Customer Changed Mind
847,5249,Returned,Wrong Item
848,5254,Returned,Customer Changed Mind
849,5264,Returned,Wrong Item
850,5277,Returned,Wrong Item
851,5295,Returned,Customer Changed Mind
852,5310,Returned,Customer Changed Mind
853,5311,Returned,Wrong Item
854,5312,Returned,Late Delivery
855,5313,Returned,Wrong Item
856,5319,Returned,Wrong Item
857,5323,Returned,Customer Changed Mind
858,5329,Returned,Late Delivery
859,5330,Returned,Customer Changed Mind
860,5331,Returned,Wrong Item
861,5332,Returned,Damaged Product
